Segment/Level 1,Family/Level 2,Class/Level 3,Commodity/Level 4,UNSPSC,Seg,Fam,Cla,Com,Notes
Metalworking & Cutting Tools,Metalworking Machines ,Saw Blades,Jewelers Saws,27112802,27,11,27,2,
Metalworking & Cutting Tools,Metalworking Machines ,Saw Blades,Metal Slitting Saws,27112802,27,11,27,2,
Metalworking & Cutting Tools,Metalworking Machines ,Saw Blades,Power Hacksaw Blades,27112802,27,11,27,2,
Metalworking & Cutting Tools,Metalworking Machines ,Saw Blades,Screw Slotting Saws,27112802,27,11,27,2,
Metalworking & Cutting Tools,Metalworking Machines ,Saws,,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Set-Up Tools,Angle Plates,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Set-Up Tools,Transfer Screws & Punches,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Sheet Metal Forming & Cutting,,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Shop & Arbor Presses,,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Shop Presses,,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,"Slip Rolls, Rotary Machines & English Wheels",Slip Rolls,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Strut & Rod Cutters,,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Universal Machine Bases & Accessories,,,,,,,
Metalworking & Cutting Tools,Metalworking Machines ,Way Covers & Bellows,,,,,,,
Metalworking & Cutting Tools,Milling ,Angle Cutters,Double-Angle Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Angle Cutters,Face Angle Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Angle Cutters,Single-Angle Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Combination Milling Machines,Mill Drill Machines,,,,,,
Metalworking & Cutting Tools,Milling ,Dovetail Cutters & Sets,Dovetail Cutter Sets,,,,,,
Metalworking & Cutting Tools,Milling ,Dovetail Cutters & Sets,Dovetail Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,End Mills,Back Corner Rounding End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Ball End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Ball End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Corner Radius & Corner Chamfer End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Corner Rounding End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Countersinks,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Countersinks,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Drill Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Drill Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Heads,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Heads,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Heads,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Heads,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Heads,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Sets,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,End Mill Storage,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,High-Feed End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Keyway End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Micro End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Misc. End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Roughing & Finishing End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Roughing End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Roughing End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Square End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Square End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Tapered End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,End Mills,Undercutting End Mills,27112803,27,11,28,3,
Metalworking & Cutting Tools,Milling ,Fly Cutters & Sets,Fly Cutter Sets,,,,,,
Metalworking & Cutting Tools,Milling ,Fly Cutters & Sets,Fly Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Hole-Edge Finishing Cutters,Tube-End Edge Finishing Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Hole-Edge Finishing Cutters,Tube-End Edge Finishing Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable Ball Nose End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable Chamfer & Angle End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable Copy End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable End Mill Sets,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable High-Feed End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable Plunge End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Indexable End Mills,Indexable Square-Shoulder End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Knee Milling Machines,,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Angle Milling Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Concave Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Concave Radius Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Convex Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Convex Radius Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Corner Rounding Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Corner Rounding Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Dovetail Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Gear Tooth Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Cut-Off Blades,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Dovetail Cutters & Sets,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Face & Shell Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Face & Shell Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Face & Shell Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Face & Shell Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Fly Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Keyseat Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Radius Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Radius Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Slotting Cutter Drive Rings,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Slotting Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable Spoilboard Surface Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Indexable T-Slot Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Involute Gear Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Milling Cartridges & Cassettes,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Plain Milling Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Plain Milling Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Plate Chamfer Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Shell End Mills,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Side Milling Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Side Milling Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,T-Slot Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Woodruff Keyseat Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Woodruff/Keyseat Cutter Sets,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Cutters,Woodruff/Keyseat Cutters,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Machine Riser & Spacer Blocks & Kits,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Head Adapter Attachments,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Machine Cleaning Tools,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Machine Drawbars,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Machine Parts & Hardware,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Machine Power Feeds,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Machine Stands,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Machine Attachments, Parts & Accessories",Milling Machine Tooling Packages,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Saws,Jeweler's Saws,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Saws,Side Chip Saws,,,,,,
Metalworking & Cutting Tools,Milling ,Milling Saws,Slitting & Slotting Saws,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Tip Inserts, Holders & Kits",Milling Tip Insert Holder Kits,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Tip Inserts, Holders & Kits",Milling Tip Insert Holders & Shanks,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Tip Inserts, Holders & Kits",Milling Tip Insert Shank Sleeves,,,,,,
Metalworking & Cutting Tools,Milling ,"Milling Tip Inserts, Holders & Kits",Milling Tip Insert Threaded Extensions,,,,,,
Metalworking & Cutting Tools,Points & Burrs,Burrs & Burr Stands,Burr Sets,,,,,,
Metalworking & Cutting Tools,Points & Burrs,Burrs & Burr Stands,Burr Stands,,,,,,
Metalworking & Cutting Tools,Points & Burrs,Burrs & Burr Stands,Burrs,,,,,,
Metalworking & Cutting Tools,Points & Burrs,Points,Cones & Plugs,,,,,,
Metalworking & Cutting Tools,Points & Burrs,Points,Grinding Pins,,,,,,
